geneID	TR42	TR43	flower.AVG
novel_gene_377_5bd9a17a	2.9	2.59	2.21
novel_gene_3771_5bd9a17a	0.77	1.77	1.53
novel_gene_3773_5bd9a17a	2.02	3.14	3.05
novel_gene_3776_5bd9a17a	1.51	1.7	1.58
novel_gene_3779_5bd9a17a	2.5	3.56	2.74
novel_gene_378_5bd9a17a	0.77	1.49	2.25
novel_gene_3780_5bd9a17a	3.55	3.88	2.7
novel_gene_3781_5bd9a17a	2.53	0.77	1.65
novel_gene_3783_5bd9a17a	0.77	1.89	2.04
novel_gene_3784_5bd9a17a	4.89	4.16	3.93
novel_gene_3787_5bd9a17a	3.14	4.05	1.53
novel_gene_379_5bd9a17a	6.11	5.03	2.99
novel_gene_3793_5bd9a17a	4.09	4.34	4
novel_gene_3806_5bd9a17a	1.53	2.03	1.2
novel_gene_3809_5bd9a17a	3.63	1.71	1.6
novel_gene_3814_5bd9a17a	0.77	2.29	1.21
novel_gene_3815_5bd9a17a	0.77	4.11	1.33
novel_gene_3816_5bd9a17a	3.04	2.23	1.18
novel_gene_3819_5bd9a17a	2.19	1.79	2.95
novel_gene_382_5bd9a17a	1.56	1.34	1.89
novel_gene_3822_5bd9a17a	3.66	4.45	4.09
novel_gene_3827_5bd9a17a	4.57	0.77	4.24
novel_gene_3828_5bd9a17a	2.92	5.2	3.06
novel_gene_383_5bda875f	3.29	2.38	1.5
novel_gene_3831_5bd9a17a	2.38	2.39	2.61
novel_gene_3834_5bd9a17a	4.83	5	4.46
novel_gene_384_5bd9a17a	3.25	3.25	2.59
novel_gene_3840_5bd9a17a	3.68	3.92	3.36
novel_gene_3841_5bd9a17a	5.42	4.43	4.35
novel_gene_3843_5bd9a17a	2.68	2.04	2.34
novel_gene_3844_5bd9a17a	4.11	4.19	3.56
novel_gene_3845_5bd9a17a_novel_gene_3846_5bd9a17a	2.04	1.54	1.5
novel_gene_3847_5bd9a17a	0.77	4.52	3.17
novel_gene_385_5bd9a17a	0.77	0.77	1.72
novel_gene_3850_5bd9a17a	4.66	4.55	4.24
novel_gene_3851_5bd9a17a	0.77	3.68	1.73
novel_gene_3852_5bd9a17a	3.69	3.72	3.45
novel_gene_3853_5bd9a17a	1.55	5.18	3.73
novel_gene_3856_5bd9a17a	1.61	2.2	2.19
novel_gene_3858_5bd9a17a	4.6	3.68	3.25
novel_gene_3859_5bd9a17a	3.87	3.98	4.43
novel_gene_3860_5bd9a17a	5.83	5.15	5.15
novel_gene_3861_5bd9a17a	6.23	4.71	5.46
novel_gene_3863_5bd9a17a	5	5.7	4.85
novel_gene_3864_5bd9a17a	3.81	4.08	4.15
novel_gene_3865_5bd9a17a	4.65	5.54	4.69
novel_gene_3866_5bd9a17a	2.58	1.99	2.07
novel_gene_3867_5bd9a17a	2.2	2.59	4.22
novel_gene_3868_5bd9a17a	2.6	1.68	1.8
novel_gene_3869_5bd9a17a	0.77	1.5	1.32
novel_gene_3870_5bd9a17a	2.88	2.92	2.36
novel_gene_3871_5bd9a17a	1.64	1.5	1.48
novel_gene_3874_5bd9a17a	0.77	1.33	1.28
novel_gene_3877_5bd9a17a	2.53	1.35	2.03
novel_gene_3878_5bd9a17a	4.31	5.01	5.18
novel_gene_3879_5bd9a17a	5.62	5.55	5.5
novel_gene_3880_5bd9a17a	0.77	3.69	2.32
novel_gene_3881_5bd9a17a	2.72	1.56	3.16
novel_gene_3882_5bd9a17a	3.61	3.91	2.79
novel_gene_3883_5bd9a17a	5.11	4.96	3.74
novel_gene_3886_5bd9a17a	4.73	5.06	4.4
novel_gene_3887_5bd9a17a	3.82	3.65	3.36
novel_gene_3888_5bd9a17a	8.52	9.34	7.94
novel_gene_3889_5bd9a17a	2.25	1.52	1.99
novel_gene_3890_5bd9a17a	1.7	2.43	2.81
novel_gene_3891_5bd9a17a	4.06	3.27	4.21
novel_gene_3892_5bd9a17a	0.77	1.95	3.68
novel_gene_3894_5bd9a17a	3	1.93	2.19
novel_gene_3895_5bd9a17a	3.06	2.3	2.47
novel_gene_3899_5bd9a17a	3.51	2.01	1.93
novel_gene_3900_5bd9a17a	2.19	1.49	1.91
novel_gene_3901_5bd9a17a	4.02	2.52	3.54
novel_gene_3902_5bd9a17a	3.18	3.48	3.35
novel_gene_3903_5bd9a17a	0.77	1.65	1.9
novel_gene_3915_5bd9a17a	2.11	2.08	2.97
novel_gene_3916_5bd9a17a	0.77	2.54	1.67
novel_gene_392_5bd9a17a	2.66	2.84	1.4
novel_gene_3924_5bd9a17a	1.65	2.43	1.79
novel_gene_3926_5bd9a17a	2.97	2.68	2.74
novel_gene_3929_5bd9a17a	3.51	3.7	2.38
novel_gene_3931_5bd9a17a	3.52	2.48	3.1
novel_gene_3933_5bd9a17a	3.49	2.79	2.77
novel_gene_3934_5bd9a17a	2.48	1.36	1.23
novel_gene_3935_5bd9a17a	1.51	1.31	1.26
novel_gene_3936_5bd9a17a	0.77	1.33	3.48
novel_gene_3941_5bd9a17a	2.36	2.74	1.12
novel_gene_3942_5bd9a17a	7.02	6.6	6.22
novel_gene_3943_5bd9a17a	4.95	3.93	5.79
novel_gene_3949_5bd9a17a	0.77	2.76	2.03
novel_gene_3951_5bd9a17a	4.66	5.08	4.52
novel_gene_3952_5bd9a17a	3.17	2.73	2.92
novel_gene_3953_5bd9a17a	0.77	1.9	2.29
novel_gene_3954_5bd9a17a	4.52	5.14	4.37
novel_gene_3956_5bd9a17a	2.58	1.7	1.45
novel_gene_3957_5bd9a17a	1.54	0.77	1.21
novel_gene_3958_5bd9a17a	3.39	3.78	4.21
novel_gene_3959_5bd9a17a	1.51	2.01	1.65
novel_gene_396_5bd9a17a	4.55	4.15	3.87
novel_gene_3960_5bd9a17a	2.02	2.29	1.81
novel_gene_3961_5bd9a17a	1.54	2.42	2.79
novel_gene_3962_5bd9a17a	2.94	2.79	1.86
novel_gene_3963_5bd9a17a	2.68	3.96	1.78
novel_gene_3964_5bd9a17a	3.27	2.42	1.62
novel_gene_3965_5bd9a17a	2.67	2.44	2.92
novel_gene_3969_5bd9a17a	1.75	2.4	1.34
novel_gene_3970_5bd9a17a	0.77	1.72	2.38
novel_gene_3976_5bd9a17a	2.07	2.07	2
novel_gene_3977_5bd9a17a	4.9	4.82	4.36
novel_gene_3978_5bd9a17a	6.13	6.46	5.25
novel_gene_398_5bda875f	0.77	1.58	1.67
novel_gene_3980_5bd9a17a	3.46	2.99	3.23
novel_gene_3981_5bd9a17a	1.56	2.65	1.98
novel_gene_3982_5bd9a17a	2.77	3.16	3.33
novel_gene_3983_5bd9a17a	2.96	2.73	2.36
novel_gene_3985_5bd9a17a	3.53	4.03	3.49
novel_gene_3986_5bd9a17a	0.77	1.97	1.93
novel_gene_399_5bd9a17a	3.82	4.8	2.56
novel_gene_3992_5bd9a17a	1.51	1.84	1.07
novel_gene_3996_5bd9a17a	0.77	2.2	1.26
novel_gene_3997_5bd9a17a	3.15	3.95	2.13
novel_gene_3998_5bd9a17a	3.15	3.34	3.41
novel_gene_3999_5bd9a17a	2.48	2.54	2.18
novel_gene_4_5bd9a17a	0.77	2.45	1.97
novel_gene_40_5bd9a17a	0.77	2.67	2.17
novel_gene_4000_5bd9a17a	1.64	1.88	1.15
novel_gene_4004_5bd9a17a	1.55	2.19	1.81
novel_gene_4005_5bd9a17a	4.87	3.53	3.63
novel_gene_4006_5bd9a17a	0.77	2.16	1.02
novel_gene_4011_5bd9a17a	3.46	0.77	2.93
novel_gene_4013_5bd9a17a	4.75	4.31	4.43
novel_gene_4016_5bd9a17a	3.26	5.7	3.5
novel_gene_4018_5bd9a17a	0.77	1.53	1.35
novel_gene_4019_5bd9a17a	0.77	2.11	1.76
novel_gene_404_5bd9a17a	2.93	3.49	1.81
novel_gene_405_5bd9a17a	2.43	2.06	2.02
novel_gene_406_5bd9a17a	0.77	3.01	2.13
novel_gene_408_5bd9a17a	2.05	1.9	1.4
novel_gene_409_5bda875f	4.17	4.28	3.28
novel_gene_41_5bd9a17a	2.69	3.96	3.22
novel_gene_410_5bd9a17a	2.04	2.57	2.99
novel_gene_413_5bd9a17a	1.52	1.57	2.12
novel_gene_414_5bd9a17a	0.77	3.47	1.57
novel_gene_415_5bd9a17a	3.12	1.68	1.89
novel_gene_418_5bd9a17a	1.57	2.92	2.99
novel_gene_42_5bd9a17a	2.28	3.33	3.23
novel_gene_42_5bda875f	4.41	4.09	4.06
novel_gene_420_5bd9a17a	1.55	2.54	1.59
novel_gene_422_5bd9a17a	1.56	2.07	2.46
novel_gene_425_5bda875f	4.96	4.23	3.82
novel_gene_428_5bd9a17a	5.45	5.29	4.81
novel_gene_429_5bd9a17a	2.93	2.79	3.08
novel_gene_430_5bd9a17a	3.12	2.54	2.39
novel_gene_431_5bd9a17a	2.91	2.25	2.13
novel_gene_432_5bd9a17a	4.96	4.89	4.73
novel_gene_434_5bd9a17a	0.77	0.77	1.33
novel_gene_435_5bd9a17a	3.45	2.59	2.66
novel_gene_437_5bd9a17a	2.88	2.91	2.66
novel_gene_438_5bda875f	1.55	1.56	1.91
novel_gene_439_5bd9a17a	1.54	2.74	1.91
novel_gene_439_5bda875f	2.39	2.16	1.46
novel_gene_442_5bd9a17a	3.22	3.76	2.82
novel_gene_445_5bd9a17a	2.73	2.31	2.71
novel_gene_446_5bd9a17a	3.53	4.38	3.95
novel_gene_447_5bd9a17a	2	2.67	1.45
novel_gene_449_5bd9a17a	1.51	1.7	1.42
novel_gene_450_5bda875f	2.7	2.96	3.03
novel_gene_451_5bd9a17a	2.9	2.99	2.47
novel_gene_452_5bd9a17a	3.48	2.94	3.2
novel_gene_458_5bd9a17a	1.99	1.7	1.17
novel_gene_46_5bda875f	4.98	5.67	4.44
novel_gene_460_5bd9a17a	3.09	2.15	2.2
novel_gene_463_5bd9a17a	2.93	3.61	2.67
novel_gene_464_5bd9a17a	3.36	2.06	2.27
novel_gene_466_5bd9a17a	4.89	4.58	4.4
novel_gene_467_5bd9a17a	2.4	2.88	2.6
novel_gene_468_5bd9a17a	2.87	3.03	2.67
novel_gene_47_5bd9a17a	1.51	1.67	1.72
novel_gene_47_5bda875f	4.33	3.5	3.44
novel_gene_470_5bd9a17a	2.66	1.32	1.62
novel_gene_472_5bd9a17a	2.77	3.35	2.79
novel_gene_477_5bd9a17a	0.77	1.52	2.19
novel_gene_478_5bd9a17a	2.89	3.12	3.28
novel_gene_479_5bd9a17a	3.59	3.24	3.23
novel_gene_48_5bd9a17a	2.24	2.9	1.37
novel_gene_481_5bd9a17a	5.88	6.26	4.79
novel_gene_483_5bd9a17a	1.51	1.31	1.02
novel_gene_487_5bd9a17a	2.42	1.08	1.59
novel_gene_488_5bd9a17a	2.05	2.82	3.07
novel_gene_489_5bd9a17a	0.77	1.32	1.3
novel_gene_49_5bd9a17a	2.93	2.36	2.54
novel_gene_491_5bd9a17a	2.03	1.33	1.43
novel_gene_493_5bd9a17a	4.53	4.04	3.54
novel_gene_495_5bd9a17a	0.77	1	2.07
novel_gene_498_5bd9a17a	4.67	3.14	2.62
novel_gene_499_5bd9a17a	2.37	2.92	2.3
novel_gene_500_5bd9a17a	0.77	3.46	2.15
novel_gene_501_5bd9a17a	3.16	2.05	2.2
novel_gene_503_5bd9a17a	1.53	1.08	1.18
novel_gene_505_5bda875f	0.77	4.26	1.28
novel_gene_506_5bd9a17a	2.07	3.43	3.08
novel_gene_508_5bd9a17a	1.99	3.3	2.19
novel_gene_510_5bda875f	2.03	1.54	1.26
novel_gene_511_5bd9a17a	3.29	2.68	3.41
novel_gene_512_5bd9a17a	3.09	3.74	3.64
novel_gene_513_5bd9a17a	2.45	1.57	1.48
novel_gene_516_5bd9a17a	3.63	3.4	2.58
novel_gene_518_5bda875f	2.35	2	1.53
novel_gene_52_5bd9a17a	1.54	1.93	1.92
novel_gene_520_5bd9a17a	2.9	3.27	2.47
novel_gene_521_5bd9a17a	3.86	3.07	2
novel_gene_521_5bda875f	6.09	6.67	6.11
novel_gene_524_5bd9a17a	1.53	1.54	1.7
novel_gene_526_5bda875f	1.65	2.02	1.89
novel_gene_528_5bd9a17a	3.3	2.79	1.68
novel_gene_529_5bda875f	0.77	1.82	2.04
novel_gene_531_5bd9a17a	0.77	5.02	2.85
novel_gene_533_5bd9a17a	0.77	1.32	2.62
novel_gene_533_5bda875f	3.85	3.12	2.89
novel_gene_535_5bd9a17a	2.03	2.23	2.33
novel_gene_536_5bd9a17a	2.03	2.23	2.33
novel_gene_539_5bd9a17a	2.04	2.3	1.54
novel_gene_540_5bd9a17a	1.62	2.15	2.09
novel_gene_540_5bda875f	2.64	2.75	2.16
novel_gene_542_5bd9a17a	1.67	1.31	1.75
novel_gene_542_5bda875f	0.77	2.64	1.83
novel_gene_543_5bd9a17a	0.77	1.2	1.71
novel_gene_544_5bd9a17a	2.08	1.35	2.04
novel_gene_546_5bd9a17a	0.77	2.44	1.77
novel_gene_547_5bd9a17a	2.48	3.82	3.91
novel_gene_548_5bd9a17a	1.53	2.17	1.71
novel_gene_549_5bd9a17a	4.97	3.71	2.98
novel_gene_549_5bda875f	1.82	1.81	2.87
novel_gene_550_5bd9a17a	2.43	1.92	1.69
novel_gene_550_5bda875f	2.02	0.77	1.47
novel_gene_551_5bda875f	2.04	2.7	2.06
novel_gene_552_5bd9a17a	4.95	4.85	4.77
novel_gene_556_5bda875f	0.77	2.02	1.76
novel_gene_557_5bd9a17a	2.6	2.26	2.06
novel_gene_558_5bda875f	5.94	5.32	4.26
novel_gene_560_5bd9a17a	1.51	1.07	1.59
novel_gene_561_5bd9a17a	2.37	3.2	3.12
novel_gene_561_5bda875f	0.77	1.33	2.32
novel_gene_562_5bd9a17a	0.77	2.68	2.86
novel_gene_562_5bda875f	4.97	5	5.34
novel_gene_564_5bd9a17a	2.15	3.48	2.99
novel_gene_565_5bd9a17a	0.77	3.22	1.16
novel_gene_566_5bd9a17a	5.55	6.03	4.87
novel_gene_567_5bda875f	4.92	5.02	2.86
novel_gene_569_5bd9a17a	2.14	0.99	1.38
novel_gene_570_5bda875f	1.55	3.04	1.79
novel_gene_572_5bd9a17a	2.01	2.15	1.77
novel_gene_573_5bd9a17a	3.72	2.91	2.23
novel_gene_580_5bd9a17a	3.65	3.75	2.41
novel_gene_584_5bd9a17a	3.06	3.45	3.14
novel_gene_585_5bd9a17a	2.12	2.04	1.3
novel_gene_588_5bd9a17a	1.94	1.53	1.54
novel_gene_588_5bda875f	0.77	1.87	1.51
novel_gene_589_5bd9a17a	1.51	1.7	1.21
novel_gene_589_5bda875f	3.38	2.83	3.38
novel_gene_593_5bd9a17a_novel_gene_595_5bd9a17a	5.41	5.6	5.47
novel_gene_596_5bd9a17a	0.77	3.98	2.09
novel_gene_597_5bd9a17a	2.05	2.43	2.58
novel_gene_598_5bd9a17a	5.75	6.09	5.83
novel_gene_6_5bd9a17a	2.38	2.16	3.31
novel_gene_6_5bda875f	4.81	4.19	4.99
novel_gene_600_5bd9a17a	3.61	3.95	2.8
novel_gene_601_5bd9a17a	0.77	1.88	2.18
novel_gene_601_5bda875f	0.77	0.77	1.7
novel_gene_603_5bd9a17a	0.77	2.76	1.68
novel_gene_603_5bda875f	6.27	6.49	5.76
novel_gene_606_5bd9a17a	0.77	1.92	2.89
novel_gene_608_5bd9a17a	1.55	2.32	2.09
novel_gene_61_5bda875f	7.07	7.2	7.24
novel_gene_610_5bd9a17a	5.68	5.24	3.23
novel_gene_611_5bda875f	3.59	3.7	3.55
novel_gene_614_5bd9a17a	5.38	4.66	4.5
novel_gene_617_5bd9a17a	5.22	5.38	4.84
novel_gene_619_5bd9a17a	3.09	4.32	4.02
novel_gene_620_5bd9a17a	2.02	3.85	2.16
novel_gene_621_5bd9a17a	1.61	2.48	1.65
novel_gene_622_5bd9a17a	8.91	6.57	7.52
novel_gene_623_5bd9a17a	2.39	2.4	1.33
novel_gene_624_5bd9a17a	2.92	3.92	2.79
novel_gene_627_5bd9a17a	2.09	3.05	2.44
novel_gene_628_5bd9a17a	2.29	2.34	3.16
novel_gene_629_5bd9a17a	1.55	0.77	1.74
novel_gene_630_5bd9a17a	2.13	3.31	1.15
novel_gene_631_5bd9a17a	2.9	1.87	3.27
novel_gene_635_5bd9a17a	3.46	3.4	1.91
novel_gene_636_5bd9a17a	3.72	3.25	2.79
novel_gene_639_5bd9a17a	6.36	6.39	5.33
novel_gene_640_5bd9a17a	3.57	4.31	3.69
novel_gene_641_5bd9a17a_novel_gene_642_5bd9a17a	0.77	2.03	2
novel_gene_644_5bd9a17a	2.97	2.21	2.1
novel_gene_645_5bd9a17a	2.37	2.08	1.97
novel_gene_646_5bd9a17a	4.37	4.02	4.29
novel_gene_648_5bd9a17a	2.58	2.24	1.84
novel_gene_649_5bd9a17a	2.01	2.6	2.28
novel_gene_651_5bd9a17a	3.73	2.85	2.64
novel_gene_659_5bd9a17a	2.38	1.32	2.04
novel_gene_66_5bd9a17a	2.81	3.36	3.14
novel_gene_660_5bd9a17a	3.02	1.98	1.36
novel_gene_664_5bd9a17a	6.74	5.72	5.69
novel_gene_665_5bd9a17a	2.94	3.34	3.62
novel_gene_666_5bd9a17a	1.59	1.31	1.5
novel_gene_67_5bd9a17a	1.15	1.63	1.56
novel_gene_671_5bd9a17a	0.77	0.83	2.91
novel_gene_682_5bd9a17a	3.87	0.77	2.11
novel_gene_683_5bd9a17a	6.83	5.98	5.89
novel_gene_684_5bd9a17a	1.52	1.7	1
novel_gene_686_5bd9a17a	3.74	3.85	3.65
novel_gene_689_5bd9a17a	0.79	2.61	2.31
novel_gene_690_5bd9a17a	0.77	3	3.59
novel_gene_693_5bd9a17a	4.47	5.03	4.12
novel_gene_695_5bd9a17a	2	1.7	1.25
novel_gene_699_5bd9a17a	7.07	7.01	6.47
novel_gene_7_5bd9a17a	0.77	3.16	2.57
novel_gene_70_5bd9a17a	2.9	3.21	2.6
novel_gene_70_5bda875f	0.77	1.98	1.48
novel_gene_702_5bd9a17a	2.03	3.16	1.91
novel_gene_703_5bd9a17a	2.67	2.87	2.24
novel_gene_704_5bd9a17a	0.77	3.37	1.61
novel_gene_705_5bd9a17a	5.31	5.44	4.77
novel_gene_709_5bd9a17a	2.72	1.91	1.7
novel_gene_71_5bd9a17a	1.76	0.77	1.71
novel_gene_710_5bd9a17a	1.99	2.26	1.87
novel_gene_711_5bd9a17a	1.52	2.89	1.98
novel_gene_716_5bd9a17a	2.37	1.71	2.43
novel_gene_717_5bd9a17a	3.27	3.65	2.04
novel_gene_724_5bd9a17a	3.4	3.34	2.96
novel_gene_726_5bd9a17a	4.55	5.09	4.9
novel_gene_727_5bd9a17a	4.45	2	3.29
novel_gene_728_5bd9a17a	0.77	1.92	2.9
novel_gene_729_5bd9a17a	0.77	1.86	1.87
novel_gene_732_5bd9a17a	3.46	3.48	3.85
novel_gene_734_5bd9a17a	0.77	2.4	1.63
novel_gene_738_5bd9a17a	2.39	1.68	0.94
novel_gene_739_5bd9a17a	1.54	1.79	1.17
novel_gene_743_5bd9a17a	0.77	2.57	1.6
novel_gene_744_5bd9a17a	0.77	0.77	1.92
novel_gene_746_5bd9a17a	6.43	7.09	6.08
novel_gene_748_5bd9a17a	3.28	3.52	2.85
novel_gene_749_5bd9a17a	3.1	2.64	3.03
novel_gene_75_5bd9a17a	1.01	1.28	2.21
novel_gene_75_5bda875f	2.44	3.38	2.89
novel_gene_750_5bd9a17a	2.37	3.32	3.34
novel_gene_756_5bd9a17a	0.77	1.77	1.63
novel_gene_76_5bd9a17a	1.84	1.46	1.96
novel_gene_76_5bda875f	4.32	3.93	3.58
novel_gene_764_5bd9a17a	3.51	3.11	3.62
novel_gene_766_5bd9a17a	0.77	2.59	1.45
novel_gene_767_5bd9a17a	3.91	4.45	3.12
novel_gene_769_5bd9a17a	3.2	3.06	2.41
novel_gene_77_5bd9a17a	0.77	3.17	3.28
novel_gene_77_5bda875f	6.85	6.87	7.36
novel_gene_771_5bd9a17a	3.32	3.75	2.89
novel_gene_774_5bd9a17a	3.76	4.55	3.32
novel_gene_776_5bd9a17a	2.05	2.82	2.84
novel_gene_777_5bd9a17a	4.31	3.88	3.79
novel_gene_786_5bd9a17a	6.75	5.71	6.92
novel_gene_788_5bd9a17a	0.77	1.94	1.57
novel_gene_789_5bd9a17a	3.12	4.03	2.97
novel_gene_792_5bd9a17a	2.24	2.28	3.13
novel_gene_794_5bd9a17a	3.97	3.63	4.21
novel_gene_799_5bd9a17a	3.45	3.83	3.81
novel_gene_800_5bd9a17a	4.41	4.09	3.35
novel_gene_805_5bd9a17a	4.67	1.77	4.61
novel_gene_806_5bd9a17a	0.77	2.94	2.41
novel_gene_807_5bd9a17a	2.01	2.28	1.59
novel_gene_808_5bd9a17a	6.69	4.63	5.57
novel_gene_809_5bd9a17a	5.51	5.93	4.45
novel_gene_813_5bd9a17a	1.61	1.33	1.01
novel_gene_814_5bd9a17a	0.77	5.01	3.96
novel_gene_82_5bd9a17a	0.77	1.47	1.98
novel_gene_820_5bd9a17a	0.77	1.64	1.51
novel_gene_821_5bd9a17a	3.92	2.64	3.52
novel_gene_823_5bd9a17a	3.44	2.84	3.64
novel_gene_824_5bd9a17a	3.06	3.88	3.31
novel_gene_829_5bd9a17a	0.77	1.55	1.25
novel_gene_830_5bd9a17a	2.01	2.96	1.77
novel_gene_832_5bd9a17a	6.66	4.32	5.47
novel_gene_834_5bd9a17a	3.43	3.41	2.72
novel_gene_836_5bd9a17a	3.64	3.2	3.76
novel_gene_838_5bd9a17a_novel_gene_839_5bd9a17a	3.27	3.08	3.41
novel_gene_84_5bd9a17a	3.84	3.97	3.09
novel_gene_841_5bd9a17a	3.99	5.11	4.11
novel_gene_847_5bd9a17a	1.51	1.7	2.29
novel_gene_849_5bd9a17a	0.77	2.02	1.55
novel_gene_854_5bd9a17a	0.77	5.5	3.76
novel_gene_856_5bd9a17a	6.07	5.76	5.49
novel_gene_857_5bd9a17a	2.68	3.87	2.47
novel_gene_859_5bd9a17a	5.12	4.58	4.28
novel_gene_860_5bd9a17a	3.16	2.45	1.99
novel_gene_861_5bd9a17a	5.09	3.89	3.79
novel_gene_862_5bd9a17a	6.42	6.1	5.43
novel_gene_863_5bd9a17a	0.77	2.18	1.13
novel_gene_869_5bd9a17a	2.71	1.55	1.6
novel_gene_870_5bd9a17a	3.11	1.78	1.82
novel_gene_871_5bd9a17a	2.38	2.24	1.43
novel_gene_872_5bd9a17a	2.65	2.84	2.41
novel_gene_873_5bd9a17a	2.94	2.42	2.73
novel_gene_876_5bd9a17a	3.6	2.83	2.54
novel_gene_878_5bd9a17a	4.39	3.41	2.13
novel_gene_879_5bd9a17a	3.06	3.1	2.05
novel_gene_888_5bd9a17a	1.94	1.32	1.1
novel_gene_889_5bd9a17a	2.94	2.95	1.66
novel_gene_891_5bd9a17a	4.05	3.73	3.89
novel_gene_894_5bd9a17a	5.86	6.16	9.06
novel_gene_895_5bd9a17a	3.77	3.59	3.12
novel_gene_896_5bd9a17a	2.45	3.21	3.19
novel_gene_90_5bd9a17a	5.28	3.56	3.92
novel_gene_906_5bd9a17a	3.61	4.09	3.01
novel_gene_907_5bd9a17a	6.12	5.76	5.84
novel_gene_908_5bd9a17a	4.11	4.59	3.54
novel_gene_91_5bd9a17a	1.52	2.5	3.15
novel_gene_910_5bd9a17a	2.05	2.97	2.73
novel_gene_915_5bd9a17a	3.32	2.87	3.06
novel_gene_919_5bd9a17a	2.42	2.53	1.64
novel_gene_92_5bd9a17a	2.11	1.36	1.66
novel_gene_920_5bd9a17a	2.36	2.51	2.08
novel_gene_922_5bd9a17a	2.35	2.9	2.01
novel_gene_925_5bd9a17a	0.77	1.72	1.59
novel_gene_928_5bd9a17a	4.06	3.61	2.22
novel_gene_93_5bd9a17a	2.16	2.67	1.7
novel_gene_930_5bd9a17a	5.42	5.85	3.65
novel_gene_936_5bd9a17a	6.09	5.62	5.45
novel_gene_939_5bd9a17a	2.93	3.4	3.48
novel_gene_943_5bd9a17a	3.56	3.62	1.81
novel_gene_944_5bd9a17a	0.77	1.39	1.77
novel_gene_946_5bd9a17a	3.13	1.72	2.23
novel_gene_947_5bd9a17a	2.98	2.44	1.77
novel_gene_948_5bd9a17a	0.77	2.39	1.9
novel_gene_949_5bd9a17a	1.61	1.5	0.97
novel_gene_955_5bd9a17a	4.21	4.14	3.76
novel_gene_956_5bd9a17a	4	4.76	4.18
novel_gene_957_5bd9a17a	1.51	3.25	2.05
novel_gene_960_5bd9a17a	1.52	1.87	2.28
novel_gene_963_5bd9a17a	3.7	3.27	5.4
novel_gene_964_5bd9a17a	1.6	1.5	1.71
novel_gene_965_5bd9a17a	0.77	2.53	2.46
novel_gene_966_5bd9a17a	3.67	3.52	3.43
novel_gene_971_5bd9a17a	3.45	3.75	3.53
novel_gene_972_5bd9a17a	3.15	2.92	3.09
novel_gene_977_5bd9a17a	11.19	9.82	10.73
novel_gene_978_5bd9a17a	1.63	1.87	1.61
novel_gene_979_5bd9a17a	4.71	4.53	4.43
novel_gene_981_5bd9a17a_novel_gene_982_5bd9a17a	2.66	2.02	2.11
novel_gene_984_5bd9a17a	1.51	2.01	1.52
novel_gene_985_5bd9a17a	3.06	3.19	4.32
novel_gene_986_5bd9a17a	3.47	3.7	1.81
novel_gene_989_5bd9a17a	0.77	1.33	1.21
novel_gene_992_5bd9a17a	4.37	5.02	4.39
novel_gene_993_5bd9a17a	0.77	1.45	1.34
novel_gene_994_5bd9a17a	2.03	1.33	1.3
novel_gene_995_5bd9a17a	6.42	6.8	5.41
novel_gene_996_5bd9a17a	0.77	4.51	2.51
novel_gene_999_5bd9a17a	3.29	4.68	1.88
